-----------------------------------
数据大于1M,已自动保存: /Serial_Assistant_Cfg/Auto_Save/2024-07-04_19-05-40.txt
-----------------------------------
[19:05:40.912] {A=-19.602,B=-9.60195,C=0.398049,D=10.398,E=20.398,F=30.398,G=40.398,H=50.398,I=60.398,J=70.398}
[19:06:21.428] {A=-24.3243,B=-14.3243,C=-4.3243,D=5.6757,E=15.6757,F=25.6757,G=35.6757,H=45.6757,I=55.6757,J=65.6757}
[19:06:21.433] {A=-18.189,B=-8.18898,C=1.81102,D=11.811,E=21.811,F=31.811,G=41.811,H=51.811,I=61.811,J=71.811}
[19:06:21.453] {A=-11.9819,B=-1.98194,C=8.01806,D=18.0181,E=28.0181,F=38.0181,G=48.0181,H=58.0181,I=68.0181,J=78.0181}
[19:06:21.455] {A=-5.72766,B=4.27234,C=14.2723,D=24.2723,E=34.2723,F=44.2723,G=54.2723,H=64.2723,I=74.2723,J=84.2723}
[19:06:21.465] {A=0.549205,B=10.5492,C=20.5492,D=30.5492,E=40.5492,F=50.5492,G=60.5492,H=70.5492,I=80.5492,J=90.5492}
[19:06:21.478] {A=6.8239,B=16.8239,C=26.8239,D=36.8239,E=46.8239,F=56.8239,G=66.8239,H=76.8239,I=86.8239,J=96.8239}
[19:06:21.488] {A=13.0717,B=23.0717,C=33.0717,D=43.0717,E=53.0717,F=63.0717,G=73.0717,H=83.0717,I=93.0717,J=103.072}
[19:06:21.501] {A=19.2679,B=29.2679,C=39.2679,D=49.2679,E=59.2679,F=69.2679,G=79.2679,H=89.2679,I=99.2679,J=109.268}
[19:06:21.505] {A=25.3882,B=35.3882,C=45.3882,D=55.3882,E=65.3882,F=75.3882,G=85.3882,H=95.3882,I=105.388,J=115.388}
[19:06:21.522] {A=31.4084,B=41.4084,C=51.4084,D=61.4084,E=71.4084,F=81.4084,G=91.4084,H=101.408,I=111.408,J=121.408}
[19:06:21.524] {A=37.3048,B=47.3048,C=57.3048,D=67.3048,E=77.3048,F=87.3048,G=97.3048,H=107.305,I=117.305,J=127.305}
[19:06:21.534] {A=43.0541,B=53.0541,C=63.0541,D=73.0541,E=83.0541,F=93.0541,G=103.054,H=113.054,I=123.054,J=133.054}
[19:06:21.547] {A=48.6336,B=58.6336,C=68.6336,D=78.6336,E=88.6336,F=98.6336,G=108.634,H=118.634,I=128.634,J=138.634}
[19:06:21.554] {A=54.0215,B=64.0215,C=74.0215,D=84.0215,E=94.0215,F=104.021,G=114.021,H=124.021,I=134.021,J=144.021}
[19:06:21.565] {A=59.1963,B=69.1963,C=79.1963,D=89.1963,E=99.1963,F=109.196,G=119.196,H=129.196,I=139.196,J=149.196}
[19:06:21.582] {A=64.1377,B=74.1377,C=84.1377,D=94.1377,E=104.138,F=114.138,G=124.138,H=134.138,I=144.138,J=154.138}
[19:06:21.585] {A=68.8263,B=78.8263,C=88.8263,D=98.8263,E=108.826,F=118.826,G=128.826,H=138.826,I=148.826,J=158.826}
[19:06:21.599] {A=73.2435,B=83.2435,C=93.2435,D=103.244,E=113.244,F=123.244,G=133.244,H=143.244,I=153.244,J=163.244}
[19:06:21.612] {A=77.372,B=87.372,C=97.372,D=107.372,E=117.372,F=127.372,G=137.372,H=147.372,I=157.372,J=167.372}
[19:06:21.615] {A=81.1954,B=91.1954,C=101.195,D=111.195,E=121.195,F=131.195,G=141.195,H=151.195,I=161.195,J=171.195}
[19:06:21.623] {A=84.6987,B=94.6987,C=104.699,D=114.699,E=124.699,F=134.699,G=144.699,H=154.699,I=164.699,J=174.699}
[19:06:21.636] {A=87.8681,B=97.8681,C=107.868,D=117.868,E=127.868,F=137.868,G=147.868,H=157.868,I=167.868,J=177.868}
[19:06:21.646] {A=90.691,B=100.691,C=110.691,D=120.691,E=130.691,F=140.691,G=150.691,H=160.691,I=170.691,J=180.691}
[19:06:21.658] {A=93.1564,B=103.156,C=113.156,D=123.156,E=133.156,F=143.156,G=153.156,H=163.156,I=173.156,J=183.156}
[19:06:21.666] {A=95.2546,B=105.255,C=115.255,D=125.255,E=135.255,F=145.255,G=155.255,H=165.255,I=175.255,J=185.255}
[19:06:21.678] {A=96.9771,B=106.977,C=116.977,D=126.977,E=136.977,F=146.977,G=156.977,H=166.977,I=176.977,J=186.977}
[19:06:21.686] {A=98.3174,B=108.317,C=118.317,D=128.317,E=138.317,F=148.317,G=158.317,H=168.317,I=178.317,J=188.317}
[19:06:21.700] {A=99.27,B=109.27,C=119.27,D=129.27,E=139.27,F=149.27,G=159.27,H=169.27,I=179.27,J=189.27}
[19:06:21.705] {A=99.8312,B=109.831,C=119.831,D=129.831,E=139.831,F=149.831,G=159.831,H=169.831,I=179.831,J=189.831}
[19:06:21.714] {A=99.9989,B=109.999,C=119.999,D=129.999,E=139.999,F=149.999,G=159.999,H=169.999,I=179.999,J=189.999}
[19:06:21.733] {A=99.7723,B=109.772,C=119.772,D=129.772,E=139.772,F=149.772,G=159.772,H=169.772,I=179.772,J=189.772}
[19:06:21.735] {A=99.1524,B=109.152,C=119.152,D=129.152,E=139.152,F=149.152,G=159.152,H=169.152,I=179.152,J=189.152}
[19:06:21.750] {A=98.1415,B=108.141,C=118.141,D=128.141,E=138.141,F=148.141,G=158.141,H=168.141,I=178.141,J=188.141}
[19:06:21.756] {A=96.7437,B=106.744,C=116.744,D=126.744,E=136.744,F=146.744,G=156.744,H=166.744,I=176.744,J=186.744}
[19:06:21.774] {A=94.9645,B=104.964,C=114.964,D=124.964,E=134.964,F=144.964,G=154.964,H=164.964,I=174.964,J=184.964}
[19:06:21.775] {A=92.8109,B=102.811,C=112.811,D=122.811,E=132.811,F=142.811,G=152.811,H=162.811,I=172.811,J=182.811}
[19:06:21.789] {A=90.2914,B=100.291,C=110.291,D=120.291,E=130.291,F=140.291,G=150.291,H=160.291,I=170.291,J=180.291}
[19:06:21.795] {A=87.4159,B=97.4159,C=107.416,D=117.416,E=127.416,F=137.416,G=147.416,H=157.416,I=167.416,J=177.416}
[19:06:21.813] {A=84.1957,B=94.1957,C=104.196,D=114.196,E=124.196,F=134.196,G=144.196,H=154.196,I=164.196,J=174.196}
[19:06:21.815] {A=80.6436,B=90.6436,C=100.644,D=110.644,E=120.644,F=130.644,G=140.644,H=150.644,I=160.644,J=170.644}
[19:06:21.832] {A=76.7736,B=86.7736,C=96.7736,D=106.774,E=116.774,F=126.774,G=136.774,H=146.774,I=156.774,J=166.774}
[19:06:21.841] {A=72.6009,B=82.6009,C=92.6009,D=102.601,E=112.601,F=122.601,G=132.601,H=142.601,I=152.601,J=162.601}
[19:06:21.847] {A=68.142,B=78.142,C=88.142,D=98.142,E=108.142,F=118.142,G=128.142,H=138.142,I=148.142,J=158.142}
[19:06:21.855] {A=63.4144,B=73.4144,C=83.4144,D=93.4144,E=103.414,F=113.414,G=123.414,H=133.414,I=143.414,J=153.414}
[19:06:21.863] {A=58.4368,B=68.4368,C=78.4368,D=88.4368,E=98.4368,F=108.437,G=118.437,H=128.437,I=138.437,J=148.437}
[19:06:21.874] {A=53.2288,B=63.2288,C=73.2288,D=83.2288,E=93.2288,F=103.229,G=113.229,H=123.229,I=133.229,J=143.229}
[19:06:21.892] {A=47.8109,B=57.8109,C=67.8109,D=77.8109,E=87.8109,F=97.8109,G=107.811,H=117.811,I=127.811,J=137.811}
[19:06:21.900] {A=42.2046,B=52.2046,C=62.2046,D=72.2046,E=82.2046,F=92.2046,G=102.205,H=112.205,I=122.205,J=132.205}
[19:06:21.906] {A=36.4318,B=46.4318,C=56.4318,D=66.4318,E=76.4318,F=86.4318,G=96.4318,H=106.432,I=116.432,J=126.432}
[19:06:21.914] {A=30.5154,B=40.5154,C=50.5154,D=60.5154,E=70.5154,F=80.5154,G=90.5154,H=100.515,I=110.515,J=120.515}
[19:06:21.931] {A=24.4788,B=34.4788,C=44.4788,D=54.4788,E=64.4788,F=74.4788,G=84.4788,H=94.4788,I=104.479,J=114.479}
[19:06:21.939] {A=18.3456,B=28.3456,C=38.3456,D=48.3456,E=58.3456,F=68.3456,G=78.3456,H=88.3456,I=98.3456,J=108.346}
[19:06:21.947] {A=12.14,B=22.14,C=32.14,D=42.14,E=52.14,F=62.14,G=72.14,H=82.14,I=92.14,J=102.14}
[19:06:21.966] {A=5.88665,B=15.8867,C=25.8867,D=35.8867,E=45.8867,F=55.8867,G=65.8867,H=75.8867,I=85.8867,J=95.8867}
[19:06:21.968] {A=-0.389942,B=9.61006,C=19.6101,D=29.6101,E=39.6101,F=49.6101,G=59.6101,H=69.6101,I=79.6101,J=89.6101}
[19:06:21.973] {A=-6.665,B=3.335,C=13.335,D=23.335,E=33.335,F=43.335,G=53.335,H=63.335,I=73.335,J=83.335}
[19:06:21.984] {A=-12.9138,B=-2.91378,C=7.08622,D=17.0862,E=27.0862,F=37.0862,G=47.0862,H=57.0862,I=67.0862,J=77.0862}
[19:06:22.003] {A=-19.1116,B=-9.11164,C=0.888356,D=10.8884,E=20.8884,F=30.8884,G=40.8884,H=50.8884,I=60.8884,J=70.8884}
[19:06:22.005] {A=-25.2342,B=-15.2342,C=-5.23416,D=4.76584,E=14.7658,F=24.7658,G=34.7658,H=44.7658,I=54.7658,J=64.7658}
[19:06:22.015] {A=-31.2572,B=-21.2572,C=-11.2572,D=-1.25719,E=8.74281,F=18.7428,G=28.7428,H=38.7428,I=48.7428,J=58.7428}
[19:06:22.032] {A=-37.157,B=-27.157,C=-17.157,D=-7.15699,E=2.84301,F=12.843,G=22.843,H=32.843,I=42.843,J=52.843}
[19:06:22.033] {A=-42.9103,B=-32.9103,C=-22.9103,D=-12.9103,E=-2.9103,F=7.0897,G=17.0897,H=27.0897,I=37.0897,J=47.0897}
[19:06:22.045] {A=-48.4944,B=-38.4944,C=-28.4944,D=-18.4944,E=-8.49443,F=1.50557,G=11.5056,H=21.5056,I=31.5056,J=41.5056}
[19:06:22.057] {A=-53.8874,B=-43.8874,C=-33.8874,D=-23.8874,E=-13.8874,F=-3.88736,G=6.11264,H=16.1126,I=26.1126,J=36.1126}
[19:06:22.066] {A=-59.0678,B=-49.0678,C=-39.0678,D=-29.0678,E=-19.0678,F=-9.06785,G=0.932152,H=10.9322,I=20.9322,J=30.9322}
[19:06:22.081] {A=-64.0155,B=-54.0155,C=-44.0155,D=-34.0155,E=-24.0155,F=-14.0155,G=-4.01546,H=5.98454,I=15.9845,J=25.9845}
[19:06:22.085] {A=-68.7107,B=-58.7107,C=-48.7107,D=-38.7107,E=-28.7107,F=-18.7107,G=-8.71068,H=1.28932,I=11.2893,J=21.2893}
[19:06:22.104] {A=-73.135,B=-63.135,C=-53.135,D=-43.135,E=-33.135,F=-23.135,G=-13.135,H=-3.13501,I=6.86499,J=16.865}
[19:06:22.106] {A=-77.271,B=-67.271,C=-57.271,D=-47.271,E=-37.271,F=-27.271,G=-17.271,H=-7.271,I=2.729,J=12.729}
[19:06:22.117] {A=-81.1023,B=-71.1023,C=-61.1023,D=-51.1023,E=-41.1023,F=-31.1023,G=-21.1023,H=-11.1023,I=-1.10234,J=8.89766}
[19:06:22.131] {A=-84.6139,B=-74.6139,C=-64.6139,D=-54.6139,E=-44.6139,F=-34.6139,G=-24.6139,H=-14.6139,I=-4.61394,J=5.38606}
[19:06:22.149] {A=-87.7919,B=-77.7919,C=-67.7919,D=-57.7919,E=-47.7919,F=-37.7919,G=-27.7919,H=-17.7919,I=-7.79194,J=2.20806}
[19:06:22.151] {A=-90.6238,B=-80.6238,C=-70.6238,D=-60.6238,E=-50.6238,F=-40.6238,G=-30.6238,H=-20.6238,I=-10.6238,J=-0.623822}
[19:06:22.160] {A=-93.0984,B=-83.0984,C=-73.0984,D=-63.0984,E=-53.0984,F=-43.0984,G=-33.0984,H=-23.0984,I=-13.0984,J=-3.09841}
[19:06:22.164] {A=-95.206,B=-85.206,C=-75.206,D=-65.206,E=-55.206,F=-45.206,G=-35.206,H=-25.206,I=-15.206,J=-5.20596}
[19:06:22.175] {A=-96.9382,B=-86.9382,C=-76.9382,D=-66.9382,E=-56.9382,F=-46.9382,G=-36.9382,H=-26.9382,I=-16.9382,J=-6.93815}
[19:06:22.190] {A=-98.2882,B=-88.2882,C=-78.2882,D=-68.2882,E=-58.2882,F=-48.2882,G=-38.2882,H=-28.2882,I=-18.2882,J=-8.28816}
[19:06:22.196] {A=-99.2507,B=-89.2507,C=-79.2507,D=-69.2507,E=-59.2507,F=-49.2507,G=-39.2507,H=-29.2507,I=-19.2507,J=-9.25066}
[19:06:22.205] {A=-99.8219,B=-89.8219,C=-79.8219,D=-69.8219,E=-59.8219,F=-49.8219,G=-39.8219,H=-29.8219,I=-19.8219,J=-9.82187}
[19:06:22.217] {A=-99.9995,B=-89.9995,C=-79.9995,D=-69.9995,E=-59.9995,F=-49.9995,G=-39.9995,H=-29.9995,I=-19.9995,J=-9.99952}
[19:06:22.227] {A=-99.7829,B=-89.7829,C=-79.7829,D=-69.7829,E=-59.7829,F=-49.7829,G=-39.7829,H=-29.7829,I=-19.7829,J=-9.78292}
[19:06:22.239] {A=-99.1729,B=-89.1729,C=-79.1729,D=-69.1729,E=-59.1729,F=-49.1729,G=-39.1729,H=-29.1729,I=-19.1729,J=-9.17292}
[19:06:22.246] {A=-98.1719,B=-88.1719,C=-78.1719,D=-68.1719,E=-58.1719,F=-48.1719,G=-38.1719,H=-28.1719,I=-18.1719,J=-8.17193}
[19:06:22.259] {A=-96.7839,B=-86.7839,C=-76.7839,D=-66.7839,E=-56.7839,F=-46.7839,G=-36.7839,H=-26.7839,I=-16.7839,J=-6.78389}
[19:06:22.263] {A=-95.0143,B=-85.0143,C=-75.0143,D=-65.0143,E=-55.0143,F=-45.0143,G=-35.0143,H=-25.0143,I=-15.0143,J=-5.01427}
[19:06:22.282] {A=-92.8701,B=-82.8701,C=-72.8701,D=-62.8701,E=-52.8701,F=-42.8701,G=-32.8701,H=-22.8701,I=-12.8701,J=-2.87006}
[19:06:22.284] {A=-90.3597,B=-80.3597,C=-70.3597,D=-60.3597,E=-50.3597,F=-40.3597,G=-30.3597,H=-20.3597,I=-10.3597,J=-0.3597}
[19:06:22.302] {A=-87.4931,B=-77.4931,C=-67.4931,D=-57.4931,E=-47.4931,F=-37.4931,G=-27.4931,H=-17.4931,I=-7.4931,J=2.5069}
[19:06:22.304] {A=-84.2815,B=-74.2815,C=-64.2815,D=-54.2815,E=-44.2815,F=-34.2815,G=-24.2815,H=-14.2815,I=-4.28155,J=5.71845}
[19:06:22.313] {A=-80.7377,B=-70.7377,C=-60.7377,D=-50.7377,E=-40.7377,F=-30.7377,G=-20.7377,H=-10.7377,I=-0.737713,J=9.26229}
[19:06:22.332] {A=-76.8756,B=-66.8756,C=-56.8756,D=-46.8756,E=-36.8756,F=-26.8756,G=-16.8756,H=-6.87557,I=3.12443,J=13.1244}
[19:06:22.336] {A=-72.7103,B=-62.7103,C=-52.7103,D=-42.7103,E=-32.7103,F=-22.7103,G=-12.7103,H=-2.71034,I=7.28966,J=17.2897}
[19:06:22.356] {A=-68.2584,B=-58.2584,C=-48.2584,D=-38.2584,E=-28.2584,F=-18.2584,G=-8.25844,H=1.74156,I=11.7416,J=21.7416}
[19:06:22.358] {A=-63.5374,B=-53.5374,C=-43.5374,D=-33.5374,E=-23.5374,F=-13.5374,G=-3.53744,H=6.46256,I=16.4626,J=26.4626}
[19:06:22.366] {A=-58.5659,B=-48.5659,C=-38.5659,D=-28.5659,E=-18.5659,F=-8.56593,G=1.43407,H=11.4341,I=21.4341,J=31.4341}
[19:06:22.374] {A=-53.3635,B=-43.3635,C=-33.3635,D=-23.3635,E=-13.3635,F=-3.36353,G=6.63647,H=16.6365,I=26.6365,J=36.6365}
[19:06:22.392] {A=-47.9507,B=-37.9507,C=-27.9507,D=-17.9507,E=-7.95074,F=2.04926,G=12.0493,H=22.0493,I=32.0493,J=42.0493}
[19:06:22.399] {A=-42.3489,B=-32.3489,C=-22.3489,D=-12.3489,E=-2.3489,F=7.6511,G=17.6511,H=27.6511,I=37.6511,J=47.6511}
[19:06:22.406] {A=-36.5801,B=-26.5801,C=-16.5801,D=-6.58009,E=3.41991,F=13.4199,G=23.4199,H=33.4199,I=43.4199,J=53.4199}
[19:06:22.422] {A=-30.6671,B=-20.6671,C=-10.6671,D=-0.667072,E=9.33293,F=19.3329,G=29.3329,H=39.3329,I=49.3329,J=59.3329}
[19:06:22.424] {A=-24.6331,B=-14.6331,C=-4.63314,D=5.36686,E=15.3669,F=25.3669,G=35.3669,H=45.3669,I=55.3669,J=65.3669}
[19:06:22.434] {A=-18.5021,B=-8.5021,C=1.4979,D=11.4979,E=21.4979,F=31.4979,G=41.4979,H=51.4979,I=61.4979,J=71.4979}
[19:06:22.445] {A=-12.2981,B=-2.29811,C=7.70189,D=17.7019,E=27.7019,F=37.7019,G=47.7019,H=57.7019,I=67.7019,J=77.7019}
[19:06:22.453] {A=-6.04563,B=3.95437,C=13.9544,D=23.9544,E=33.9544,F=43.9544,G=53.9544,H=63.9544,I=73.9544,J=83.9544}
[19:06:22.465] {A=0.230677,B=10.2307,C=20.2307,D=30.2307,E=40.2307,F=50.2307,G=60.2307,H=70.2307,I=80.2307,J=90.2307}
[19:06:22.473] {A=6.50608,B=16.5061,C=26.5061,D=36.5061,E=46.5061,F=56.5061,G=66.5061,H=76.5061,I=86.5061,J=96.5061}
[19:06:22.494] {A=12.7558,B=22.7558,C=32.7558,D=42.7558,E=52.7558,F=62.7558,G=72.7558,H=82.7558,I=92.7558,J=102.756}
[19:06:22.497] {A=18.9553,B=28.9553,C=38.9553,D=48.9553,E=58.9553,F=68.9553,G=78.9553,H=88.9553,I=98.9553,J=108.955}
[19:06:22.506] {A=25.08,B=35.08,C=45.08,D=55.08,E=65.08,F=75.08,G=85.08,H=95.08,I=105.08,J=115.08}
[19:06:22.513] {A=31.1059,B=41.1059,C=51.1059,D=61.1059,E=71.1059,F=81.1059,G=91.1059,H=101.106,I=111.106,J=121.106}
[19:06:22.528] {A=37.0091,B=47.0091,C=57.0091,D=67.0091,E=77.0091,F=87.0091,G=97.0091,H=107.009,I=117.009,J=127.009}
[19:06:22.537] {A=42.7664,B=52.7664,C=62.7664,D=72.7664,E=82.7664,F=92.7664,G=102.766,H=112.766,I=122.766,J=132.766}
[19:06:22.546] {A=48.3551,B=58.3551,C=68.3551,D=78.3551,E=88.3551,F=98.3551,G=108.355,H=118.355,I=128.355,J=138.355}
[19:06:22.563] {A=53.7531,B=63.7531,C=73.7531,D=83.7531,E=93.7531,F=103.753,G=113.753,H=123.753,I=133.753,J=143.753}
[19:06:22.565] {A=58.9393,B=68.9393,C=78.9393,D=88.9393,E=98.9393,F=108.939,G=118.939,H=128.939,I=138.939,J=148.939}
[19:06:22.580] {A=63.893,B=73.893,C=83.893,D=93.893,E=103.893,F=113.893,G=123.893,H=133.893,I=143.893,J=153.893}
[19:06:22.588] {A=68.5949,B=78.5949,C=88.5949,D=98.5949,E=108.595,F=118.595,G=128.595,H=138.595,I=148.595,J=158.595}
[19:06:22.599] {A=73.0263,B=83.0263,C=93.0263,D=103.026,E=113.026,F=123.026,G=133.026,H=143.026,I=153.026,J=163.026}
[19:06:22.603] {A=77.1698,B=87.1698,C=97.1698,D=107.17,E=117.17,F=127.17,G=137.17,H=147.17,I=157.17,J=167.17}
[19:06:22.614] {A=81.0091,B=91.0091,C=101.009,D=111.009,E=121.009,F=131.009,G=141.009,H=151.009,I=161.009,J=171.009}
[19:06:22.631] {A=84.529,B=94.529,C=104.529,D=114.529,E=124.529,F=134.529,G=144.529,H=154.529,I=164.529,J=174.529}
[19:06:22.641] {A=87.7156,B=97.7156,C=107.716,D=117.716,E=127.716,F=137.716,G=147.716,H=157.716,I=167.716,J=177.716}
[19:06:22.648] {A=90.5564,B=100.556,C=110.556,D=120.556,E=130.556,F=140.556,G=150.556,H=160.556,I=170.556,J=180.556}
[19:06:22.653] {A=93.0402,B=103.04,C=113.04,D=123.04,E=133.04,F=143.04,G=153.04,H=163.04,I=173.04,J=183.04}
[19:06:22.675] {A=95.1571,B=105.157,C=115.157,D=125.157,E=135.157,F=145.157,G=155.157,H=165.157,I=175.157,J=185.157}
[19:06:22.676] {A=96.8989,B=106.899,C=116.899,D=126.899,E=136.899,F=146.899,G=156.899,H=166.899,I=176.899,J=186.899}
[19:06:22.684] {A=98.2587,B=108.259,C=118.259,D=128.259,E=138.259,F=148.259,G=158.259,H=168.259,I=178.259,J=188.259}
[19:06:22.701] {A=99.2311,B=109.231,C=119.231,D=129.231,E=139.231,F=149.231,G=159.231,H=169.231,I=179.231,J=189.231}
[19:06:22.708] {A=99.8122,B=109.812,C=119.812,D=129.812,E=139.812,F=149.812,G=159.812,H=169.812,I=179.812,J=189.812}
[19:06:22.725] {A=99.9999,B=110,C=120,D=130,E=140,F=150,G=160,H=170,I=180,J=190}
[19:06:22.727] {A=99.7933,B=109.793,C=119.793,D=129.793,E=139.793,F=149.793,G=159.793,H=169.793,I=179.793,J=189.793}
[19:06:22.734] {A=99.1932,B=109.193,C=119.193,D=129.193,E=139.193,F=149.193,G=159.193,H=169.193,I=179.193,J=189.193}
[19:06:22.759] {A=98.2021,B=108.202,C=118.202,D=128.202,E=138.202,F=148.202,G=158.202,H=168.202,I=178.202,J=188.202}
[19:06:22.760] {A=96.8238,B=106.824,C=116.824,D=126.824,E=136.824,F=146.824,G=156.824,H=166.824,I=176.824,J=186.824}
[19:06:22.769] {A=95.0638,B=105.064,C=115.064,D=125.064,E=135.064,F=145.064,G=155.064,H=165.064,I=175.064,J=185.064}
[19:06:22.777] {A=92.929,B=102.929,C=112.929,D=122.929,E=132.929,F=142.929,G=152.929,H=162.929,I=172.929,J=182.929}
[19:06:22.784] {A=90.4278,B=100.428,C=110.428,D=120.428,E=130.428,F=140.428,G=150.428,H=160.428,I=170.428,J=180.428}
[19:06:22.796] {A=87.5701,B=97.5701,C=107.57,D=117.57,E=127.57,F=137.57,G=147.57,H=157.57,I=167.57,J=177.57}
[19:06:22.811] {A=84.3672,B=94.3672,C=104.367,D=114.367,E=124.367,F=134.367,G=144.367,H=154.367,I=164.367,J=174.367}
[19:06:22.818] {A=80.8316,B=90.8316,C=100.832,D=110.832,E=120.832,F=130.832,G=140.832,H=150.832,I=160.832,J=170.832}
[19:06:22.825] {A=76.9773,B=86.9773,C=96.9773,D=106.977,E=116.977,F=126.977,G=136.977,H=146.977,I=156.977,J=166.977}
[19:06:22.844] {A=72.8196,B=82.8196,C=92.8196,D=102.82,E=112.82,F=122.82,G=132.82,H=142.82,I=152.82,J=162.82}
[19:06:22.846] {A=68.3747,B=78.3747,C=88.3747,D=98.3747,E=108.375,F=118.375,G=128.375,H=138.375,I=148.375,J=158.375}
[19:06:22.856] {A=63.6603,B=73.6603,C=83.6603,D=93.6603,E=103.66,F=113.66,G=123.66,H=133.66,I=143.66,J=153.66}
[19:06:22.872] {A=58.695,B=68.695,C=78.695,D=88.695,E=98.695,F=108.695,G=118.695,H=128.695,I=138.695,J=148.695}
[19:06:22.874] {A=53.4982,B=63.4982,C=73.4982,D=83.4982,E=93.4982,F=103.498,G=113.498,H=123.498,I=133.498,J=143.498}
[19:06:22.883] {A=48.0904,B=58.0904,C=68.0904,D=78.0904,E=88.0904,F=98.0904,G=108.09,H=118.09,I=128.09,J=138.09}
[19:06:22.897] {A=42.4931,B=52.4931,C=62.4931,D=72.4931,E=82.4931,F=92.4931,G=102.493,H=112.493,I=122.493,J=132.493}
[19:06:22.903] {A=36.7283,B=46.7283,C=56.7283,D=66.7283,E=76.7283,F=86.7283,G=96.7283,H=106.728,I=116.728,J=126.728}
[19:06:22.914] {A=30.8186,B=40.8186,C=50.8186,D=60.8186,E=70.8186,F=80.8186,G=90.8186,H=100.819,I=110.819,J=120.819}
[19:06:22.929] {A=24.7875,B=34.7875,C=44.7875,D=54.7875,E=64.7875,F=74.7875,G=84.7875,H=94.7875,I=104.787,J=114.787}
[19:06:22.935] {A=18.6586,B=28.6586,C=38.6586,D=48.6586,E=58.6586,F=68.6586,G=78.6586,H=88.6586,I=98.6586,J=108.659}
[19:06:22.944] {A=12.4562,B=22.4562,C=32.4562,D=42.4562,E=52.4562,F=62.4562,G=72.4562,H=82.4562,I=92.4562,J=102.456}
[19:06:22.956] {A=6.2046,B=16.2046,C=26.2046,D=36.2046,E=46.2046,F=56.2046,G=66.2046,H=76.2046,I=86.2046,J=96.2046}
[19:06:22.966] {A=-0.0714119,B=9.92859,C=19.9286,D=29.9286,E=39.9286,F=49.9286,G=59.9286,H=69.9286,I=79.9286,J=89.9286}
[19:06:22.984] {A=-6.34714,B=3.65286,C=13.6529,D=23.6529,E=33.6529,F=43.6529,G=53.6529,H=63.6529,I=73.6529,J=83.6529}
[19:06:22.985] {A=-12.5978,B=-2.59785,C=7.40215,D=17.4022,E=27.4022,F=37.4022,G=47.4022,H=57.4022,I=67.4022,J=77.4022}
[19:06:22.997] {A=-18.7989,B=-8.79889,C=1.20111,D=11.2011,E=21.2011,F=31.2011,G=41.2011,H=51.2011,I=61.2011,J=71.2011}
[19:06:23.011] {A=-24.9258,B=-14.9258,C=-4.92581,D=5.07419,E=15.0742,F=25.0742,G=35.0742,H=45.0742,I=55.0742,J=65.0742}
[19:06:23.015] {A=-30.9545,B=-20.9545,C=-10.9545,D=-0.954464,E=9.04554,F=19.0455,G=29.0455,H=39.0455,I=49.0455,J=59.0455}
[19:06:23.023] {A=-36.8611,B=-26.8611,C=-16.8611,D=-6.86108,E=3.13892,F=13.1389,G=23.1389,H=33.1389,I=43.1389,J=53.1389}
[19:06:23.036] {A=-42.6224,B=-32.6224,C=-22.6224,D=-12.6224,E=-2.62236,F=7.37764,G=17.3776,H=27.3776,I=37.3776,J=47.3776}
[19:06:23.045] {A=-48.2156,B=-38.2156,C=-28.2156,D=-18.2156,E=-8.21561,F=1.78439,G=11.7844,H=21.7844,I=31.7844,J=41.7844}
[19:06:23.055] {A=-53.6188,B=-43.6188,C=-33.6188,D=-23.6188,E=-13.6188,F=-3.61876,G=6.38124,H=16.3812,I=26.3812,J=36.3812}
[19:06:23.065] {A=-58.8105,B=-48.8105,C=-38.8105,D=-28.8105,E=-18.8105,F=-8.81052,G=1.18948,H=11.1895,I=21.1895,J=31.1895}
[19:06:23.083] {A=-63.7704,B=-53.7704,C=-43.7704,D=-33.7704,E=-23.7704,F=-13.7704,G=-3.77042,H=6.22958,I=16.2296,J=26.2296}
[19:06:23.090] {A=-68.4789,B=-58.4789,C=-48.4789,D=-38.4789,E=-28.4789,F=-18.4789,G=-8.4789,H=1.5211,I=11.5211,J=21.5211}
[19:06:23.100] {A=-72.9174,B=-62.9174,C=-52.9174,D=-42.9174,E=-32.9174,F=-22.9174,G=-12.9174,H=-2.9174,I=7.0826,J=17.0826}
[19:06:23.104] {A=-77.0684,B=-67.0684,C=-57.0684,D=-47.0684,E=-37.0684,F=-27.0684,G=-17.0684,H=-7.06842,I=2.93158,J=12.9316}
[19:06:23.113] {A=-80.9156,B=-70.9156,C=-60.9156,D=-50.9156,E=-40.9156,F=-30.9156,G=-20.9156,H=-10.9156,I=-0.915588,J=9.08441}
[19:06:23.132] {A=-84.4437,B=-74.4437,C=-64.4437,D=-54.4437,E=-44.4437,F=-34.4437,G=-24.4437,H=-14.4437,I=-4.44375,J=5.55625}
[19:06:23.141] {A=-87.639,B=-77.639,C=-67.639,D=-57.639,E=-47.639,F=-37.639,G=-27.639,H=-17.639,I=-7.63898,J=2.36102}
[19:06:23.150] {A=-90.4887,B=-80.4887,C=-70.4887,D=-60.4887,E=-50.4887,F=-40.4887,G=-30.4887,H=-20.4887,I=-10.4887,J=-0.488698}
